12187668;1;184.200000;0.000000
12217453;2;365.200000;0.000000
12245591;3;659.400000;0.000000
12331995;4;756.800000;0.000000
12356680;5;982.000000;0.000000
12379155;6;1336.800000;0.000000
12399362;7;1739.000000;0.000000
12515713;8;1958.000000;0.000000
12698845;9;2211.000000;0.000000
12788098;10;2446.200000;0.000000

-kp=-0.00095592", "-ki=0.00153988", "-kd=0.00035811"
 -kp=-0.00062501", "-ki=0.00150423", "-kd=0.00034982"
 -kp=-0.00059938", "-ki=0.00188209", "-kd=0.00043769"
 -kp=-0.00093023", "-ki=0.00187944", "-kd=0.00043708"
 -kp=-0.00085641", "-ki=0.00189900", "-kd=0.00044163"
-kp=-0.00094852", "-ki=0.00182394", "-kd=0.00042417"
