File;Tunning;RMSE;NMRSE;MAE;MAPE;SMAPE;R2;ITAE;ISE;Control Effort;CC;Goal Range 
Experiment-DeadZonePID-Cohen-1.csv;642.358476;0.251609;467.455559;69.070502;42.189297;0.098589;42071.000275;37136197.107500;2610.000000;761.125815;44.444444
Experiment-DeadZonePID-Cohen-2.csv;530.565778;0.176573;398.820005;85.318521;43.760980;0.181884;35893.800419;25335004.075160;2281.000000;558.989385;41.111111
Experiment-DeadZonePID-Cohen-3.csv;623.226825;0.228606;562.622225;91.136053;57.777779;0.131857;50636.000244;34957050.833711;2815.000000;780.858605;12.222222
Experiment-DeadZonePID-Cohen-4.csv;517.474336;0.214151;411.528889;66.964470;42.217298;0.173733;37037.600021;24100171.940405;2497.000000;540.472420;40.000000
Experiment-DeadZonePID-Cohen-5.csv;534.358641;0.213266;379.248893;60.103732;36.411990;0.140178;34132.400345;25698524.150836;2626.000000;582.026251;52.222222
Experiment-DeadZonePID-Cohen-6.csv;540.994062;0.275680;494.217776;79.086225;52.399127;0.163857;44479.599854;26340711.793828;2919.000000;640.170405;16.666667
Experiment-DeadZonePID-Cohen-7.csv;519.293950;0.279521;446.797780;76.539137;49.154548;0.164097;40211.800232;24269958.608452;2958.000000;604.861960;24.444444
Experiment-DeadZonePID-Cohen-8.csv;509.525094;0.259274;442.775552;71.685797;45.761416;0.134619;39849.799683;23365423.949080;2743.000000;588.354115;25.555556
Experiment-DeadZonePID-Cohen-9.csv;439.364710;0.194220;302.037783;50.798985;31.837944;0.139832;27183.400482;17373721.389937;2913.000000;518.698029;62.222222
Experiment-DeadZonePID-Cohen-10.csv;504.045043;0.236796;411.026668;66.455870;42.726211;0.198119;36992.400085;22865526.467385;3021.000000;642.222698;40.000000
