File;Tunning;RMSE;NMRSE;MAE;MAPE;SMAPE;R2;ITAE;ISE;Control Effort;CC;Goal Range
Experiment-AsTAR-None-1,csv;349,186472;0,147910;272,759998;37,467560;27,550848;0,308166;24548,399780;10973807,273218;1550,000000;252,132357;51,111111
Experiment-AsTAR-None-2,csv;265,949874;0,154407;192,293340;32,216510;21,924187;0,330707;17306,400558;6365640,197340;1675,000000;175,479604;68,888889
Experiment-AsTAR-None-3,csv;281,462249;0,143603;209,713339;69,283476;23,449532;0,347160;18874,200481;7129889,794310;1348,000000;151,788968;64,444444
Experiment-AsTAR-None-4,csv;346,703148;0,213120;275,093332;70,571798;30,322699;0,092297;24758,399847;10818276,557424;1321,000000;159,992168;48,888889
Experiment-AsTAR-None-5,csv;323,866114;0,179368;277,684437;29,224128;25,841418;0,425419;24991,599335;9440033,396355;2139,000000;328,777275;37,777778
Experiment-AsTAR-None-6,csv;255,146987;0,176915;194,542222;26,012576;20,741671;0,455708;17508,799957;5858998,636550;2240,000000;191,951712;57,777778
Experiment-AsTAR-None-7,csv;307,026116;0,142419;230,248891;29,962073;23,536318;0,315624;20722,400223;8483853,244487;2934,000000;359,292587;47,777778
Experiment-AsTAR-None-8,csv;275,448283;0,149294;203,886670;48,809086;21,814325;0,422723;18349,800323;6828458,092063;2391,000000;296,001835;62,222222
Experiment-AsTAR-None-9,csv;277,107211;0,150438;229,662223;37,983911;24,385034;0,336971;20669,600052;6910956,576273;2706,000000;298,425623;54,444444
Experiment-AsTAR-None-10,csv;276,655444;0,174634;234,333332;84,453600;26,210529;0,334656;21089,999889;6888441,125453;2401,000000;247,651125;51,111111
Experiment-BasicP-AMIGO-1,csv;862,804421;2,687864;828,075555;316,717230;118,799328;-313,768706;74526,799942;66998832,193348;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-2,csv;863,760945;2,524141;831,224444;318,371412;119,792379;-305,485857;74810,199989;67147467,237161;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-3,csv;847,015344;2,177417;814,348889;319,612649;116,236595;-190,752815;73291,399994;64569149,298872;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-4,csv;850,823161;2,417111;817,764445;342,081161;117,029535;-195,017641;73598,800022;65151004,586698;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-5,csv;855,475783;2,475335;825,122222;316,403936;118,809254;-213,729123;74261,000008;65865493,338066;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-6,csv;857,240689;3,542317;825,922223;309,445897;118,686306;-289,152217;74333,000031;66137543,857477;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-7,csv;844,169074;3,202462;810,700000;290,695036;114,876272;-314,457899;72962,999977;64135928,251015;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-8,csv;829,711823;3,727367;796,024445;271,829254;111,841392;-198,103937;71642,200089;61957953,759499;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-9,csv;846,542120;3,369993;814,197780;290,185087;115,710413;-339,173089;73277,800209;64497020,459694;90,000000;0,000000;0,000000
Experiment-BasicP-AMIGO-10,csv;842,536814;2,559346;809,560000;310,647947;114,960103;-221,526749;72860,400036;63888145,472282;90,000000;0,000000;0,000000
