File;RMSE;NMRSE;MAE;MAPE;SMAPE;R2;ITAE;ISE;Control Effort;CC;Goal Range 
Experiment-SmoothingDerivativePID-RootLocus;350.794215;0.220653;260.224670;66.341242;31.942504;-0.062899;78067.401047;36916974.362282;6432.000000;482.633889;51.666667
