17430138;1;234.800000;866.000000
17452504;100;916.000000;866.000000
17455935;1;233.000000;866.000000
17502375;100;4045.400000;866.000000
17512231;1;208.400000;866.000000
17537126;100;5005.600000;866.000000
17537991;1;223.600000;866.000000
17556105;100;2601.400000;866.000000
17562143;1;54.400000;866.000000
17609562;1;41.000000;866.000000
17660358;1;148.600000;866.000000
17701661;1;123.800000;866.000000
17729369;1;244.200000;866.000000
17757473;1;194.400000;866.000000
17785815;1;263.800000;866.000000
17809096;1;290.200000;866.000000
17835923;1;303.600000;866.000000
17864342;1;338.600000;866.000000
17889379;100;5948.800000;866.000000
17894391;1;314.600000;866.000000
17923446;100;7128.000000;866.000000
17908402;1;406.600000;866.000000
17921340;1;363.000000;866.000000
17938189;1;360.800000;866.000000
17956450;1;320.600000;866.000000
17979885;1;361.000000;866.000000
17997302;1;324.200000;866.000000
18022704;1;281.000000;866.000000
18049467;1;346.800000;866.000000
18071816;1;343.000000;866.000000
18091595;1;354.200000;866.000000
18110003;1;355.600000;866.000000
18129636;1;341.800000;866.000000
18145460;1;345.800000;866.000000
18164158;1;312.200000;866.000000
18186994;1;307.200000;866.000000
18209328;1;313.000000;866.000000
18238237;1;310.800000;866.000000
18264225;1;296.400000;866.000000
18292526;1;278.800000;866.000000
18320821;1;293.200000;866.000000
18348030;100;6998.200000;866.000000
18341840;1;302.600000;866.000000
18368945;100;5688.800000;866.000000
18368550;1;316.800000;866.000000
18395191;1;334.800000;866.000000
18417648;1;334.800000;866.000000
18437353;1;326.400000;866.000000
18464738;1;340.200000;866.000000
18487664;1;351.800000;866.000000
18505408;1;358.000000;866.000000
18523052;1;295.800000;866.000000
18549148;1;317.400000;866.000000
18572849;1;323.400000;866.000000
18598321;1;330.000000;866.000000
18618628;1;380.400000;866.000000
18634365;1;314.000000;866.000000
18657880;1;322.600000;866.000000
18682799;1;304.800000;866.000000
18712805;1;299.200000;866.000000
18740845;1;269.200000;1440.000000
18768962;100;6097.000000;1440.000000
18767516;1;308.400000;1440.000000
18796683;100;6257.800000;1440.000000
18794304;1;322.400000;1440.000000
18819621;1;383.600000;1440.000000
18832142;1;418.400000;1440.000000
