1;263,4;263
2;509,4;509
3;625,8;625
4;804,8;804
5;1087,2;1087
6;1212,8;1212
7;1314,6;1314
8;1412,8;1412
9;1445,2;1445
10;1593,2;1593
11;1619,6;1619
12;1721;1721
13;1804,2;1804
14;1865;1865
15;1900;1900
16;1993,4;1993
17;2132,2;2132
18;2136,2;2136
19;2226;2226
20;2230,4;2230
21;2320,8;2320
22;2346;2346
23;2372,8;2372
24;2439,8;2439
25;2466,6;2466
26;2608,4;2608
27;2679;2679
28;2699,2;2699
29;2747,8;2747
30;2834,6;2834
31;2861;2861
32;2950,6;2950
33;2980,2;2980
