924778;1;306.800000;866.000000
933299;2;592.400000;866.000000
940392;2;585.800000;866.000000
947512;3;636.400000;866.000000
954329;3;663.600000;866.000000
961161;4;276.800000;866.000000
969829;5;967.200000;866.000000
974931;4;831.000000;866.000000
980843;5;1126.200000;866.000000
985278;4;796.800000;866.000000
991388;4;812.400000;866.000000
997352;4;913.200000;866.000000
1001817;4;1209.000000;866.000000
1008270;3;755.200000;866.000000
1014559;4;901.200000;866.000000
1019980;4;1065.600000;866.000000
1024710;3;988.800000;866.000000
1029919;3;1028.800000;866.000000
1034818;2;684.000000;866.000000
1041480;3;947.400000;866.000000
1046792;3;980.000000;866.000000
1051917;2;655.800000;866.000000
1058693;3;988.000000;866.000000
1063816;3;969.800000;866.000000
1069019;2;702.800000;866.000000
1075590;3;963.200000;866.000000
1080833;2;685.400000;866.000000
1087414;3;962.000000;866.000000
1092727;3;1016.000000;866.000000
1097684;2;689.600000;866.000000
1104300;3;1015.000000;866.000000
1109230;2;690.400000;866.000000
1115846;3;1005.800000;866.000000
1120882;2;681.600000;866.000000
1127546;3;986.600000;866.000000
1132656;3;974.000000;866.000000
1137840;2;637.000000;866.000000
1144722;3;961.800000;866.000000
1149953;3;990.000000;866.000000
1155061;2;675.600000;866.000000
1161748;3;1041.200000;866.000000
1166605;2;683.600000;866.000000
1173187;3;994.800000;866.000000
1178325;3;925.600000;866.000000
1183736;2;702.400000;866.000000
1190267;3;897.000000;866.000000
1195895;3;1006.400000;866.000000
1200932;2;671.000000;866.000000
1207645;3;1031.200000;866.000000
1212545;2;679.600000;866.000000
1219205;3;988.800000;866.000000
1224344;3;968.800000;866.000000
1229548;2;742.800000;866.000000
1235895;3;974.400000;866.000000
1241044;2;696.000000;866.000000
1247661;3;969.000000;866.000000
1252865;3;1042.000000;866.000000
1257717;2;612.000000;866.000000
1264717;3;986.200000;866.000000
1269844;2;673.400000;866.000000
1276535;3;1031.000000;1440.000000
1281412;4;1226.600000;1440.000000
1285370;4;1197.000000;1440.000000
1289446;5;1183.400000;1440.000000
1293546;6;1779.000000;1440.000000
1294725;4;1208.800000;1440.000000
1298782;5;1534.000000;1440.000000
1301155;5;1495.200000;1440.000000
1303736;5;1515.200000;1440.000000
1306216;5;1436.800000;1440.000000
1309094;5;1520.600000;1440.000000
1311565;4;1267.400000;1440.000000
1315271;5;1519.800000;1440.000000
1317751;5;1506.400000;1440.000000
1320287;5;1544.600000;1440.000000
1322609;4;1231.600000;1440.000000
1326544;5;1511.600000;1440.000000
1329070;5;1552.400000;1440.000000
1331462;4;1308.200000;1440.000000
1335137;5;1500.000000;1440.000000
1337667;5;1531.600000;1440.000000
1340087;4;1239.400000;1440.000000
1343942;5;1509.800000;1440.000000
1346449;5;1495.400000;1440.000000
1349097;4;1298.800000;1440.000000
1352682;5;1489.400000;1440.000000
1355406;5;1441.000000;1440.000000
1358251;5;1417.800000;1440.000000
1361249;5;1505.200000;1440.000000
1363782;5;1459.400000;1440.000000
1366257;5;1572.800000;1440.000000
1368673;4;1119.600000;1440.000000
1373132;5;1472.600000;1440.000000
1375844;5;1513.200000;1440.000000
1378330;5;1510.200000;1440.000000
1380822;5;1506.000000;1440.000000
1383356;4;1313.000000;1440.000000
1386854;5;1504.400000;1440.000000
1389387;5;1490.200000;1440.000000
1391991;4;1248.600000;1440.000000
1395810;5;1502.200000;1440.000000
1398371;5;1519.000000;1440.000000
1400774;5;1555.400000;1440.000000
1403020;4;1255.000000;1440.000000
1406819;5;1493.400000;1440.000000
1409396;5;1520.800000;1440.000000
1411877;4;1242.800000;1440.000000
1415728;5;1510.800000;1440.000000
1418258;5;1562.600000;1440.000000
1420626;4;1270.000000;1440.000000
1424364;5;1473.000000;1440.000000
1427087;5;1445.000000;1440.000000
1429922;5;1493.000000;1440.000000
1432525;5;1446.200000;1440.000000
1435338;5;1544.600000;1440.000000
1437694;4;1251.600000;1440.000000
1441494;5;1482.200000;1440.000000
1444164;5;1523.400000;1440.000000
1446628;4;1221.000000;1440.000000
1450606;5;1521.800000;1440.000000
1453046;5;1553.200000;866.000000
1455373;3;1002.800000;866.000000
1460426;3;984.200000;866.000000
1465603;3;979.200000;866.000000
1470761;2;703.400000;866.000000
1477305;3;1004.000000;866.000000
1482311;2;672.600000;866.000000
1489009;3;988.000000;866.000000
1494113;3;1017.800000;866.000000
1499082;2;685.600000;866.000000
1505720;3;1001.800000;866.000000
1510762;2;692.000000;866.000000
1517372;3;1024.600000;866.000000
1522302;2;698.800000;866.000000
1528825;3;992.000000;866.000000
1533970;3;931.600000;866.000000
1539377;2;708.400000;866.000000
1545860;3;895.600000;866.000000
1551489;3;989.200000;866.000000
1556594;2;683.200000;866.000000
1563054;3;959.000000;866.000000
1568353;3;917.800000;866.000000
1573820;3;976.600000;866.000000
1579001;2;678.000000;866.000000
1585680;3;1001.200000;866.000000
1590719;2;685.800000;866.000000
1597361;3;976.400000;866.000000
1602532;3;972.000000;866.000000
1607721;2;699.000000;866.000000
1614298;3;1010.800000;866.000000
1619291;2;685.400000;866.000000
1625937;3;964.400000;866.000000
1631181;3;1007.600000;866.000000
1636209;2;692.400000;866.000000
1642788;3;985.200000;866.000000
1647920;2;680.600000;866.000000
1654587;3;1010.000000;866.000000
1659581;2;688.200000;866.000000
1666227;3;970.800000;866.000000
1671432;3;921.400000;866.000000
1676886;2;707.800000;866.000000
1683409;3;1001.000000;866.000000
1688384;2;686.800000;866.000000
1695006;3;1010.200000;866.000000
1699986;3;987.400000;866.000000
1705104;2;684.800000;866.000000
1711743;3;975.200000;866.000000
1716909;2;705.400000;866.000000
1723445;3;981.000000;866.000000
1728599;3;995.000000;866.000000
1733682;2;669.000000;866.000000
1740401;3;1014.400000;866.000000
1745406;2;696.600000;866.000000
1751988;3;987.400000;866.000000
1757031;2;676.000000;866.000000
1763708;3;1034.400000;866.000000
1768573;2;680.000000;866.000000
1775242;3;1008.000000;866.000000
1780260;3;979.400000;866.000000
1785412;2;684.600000;866.000000
