2275;1;115;500;0;;0
9780;1;169;500;0;;
19240;1;232,6;500;0;;
28183;2;438,8;500;0;;
36099;2;416,6;500;0;;
44167;2;486,6;500;0;;
51787;2;498,4;500;0;;
59466;2;553;500;0;;
66806;2;508,4;500;0;;
74364;2;517,2;500;0;;
81860;2;543,2;500;0;;
89269;2;510,4;500;0;;
96736;2;544,6;500;0;;
104201;2;522,4;500;0;;
111634;2;512,4;500;0;;
119194;2;538,2;500;0;;
126600;2;526,2;500;0;;
134060;2;503,2;500;0;;
141656;2;536,2;500;0;;
149069;2;492,8;500;0;;
156700;2;500,2;500;0;;
164313;2;526,2;500;0;;
171799;2;470,6;500;0;;
179545;2;532,6;500;0;;
187007;2;502,8;500;0;;
194564;2;510,8;500;0;;
202063;2;524;500;0;;
209627;2;488;500;0;;
217251;2;501,2;500;0;;
224889;2;553;500;0;;
232225;2;503,2;500;0;;
239789;2;534,8;500;0;;
247238;2;545,8;500;0;;
254607;2;506,6;500;0;;
262182;2;542,4;500;0;;
269560;2;534,6;500;0;;
276938;2;524,8;500;0;;
284466;2;572,2;500;0;;
291679;2;497,6;500;0;;
299270;2;531,6;500;0;;
306672;2;557;500;0;;
313995;2;504,6;500;0;;
321573;2;538,2;500;0;;
329011;2;547,8;500;0;;
336384;2;473,4;500;0;;
344127;2;559,4;500;0;;
351449;2;501,8;500;0;;
359032;2;506;500;0;;
366604;2;551,4;500;0;;
373924;2;520,6;500;0;;
381389;2;510,4;500;0;;
388900;2;528,6;500;0;;
396483;2;528;500;0;;
403940;2;520,4;500;0;;
411416;2;544,4;500;0;;
418795;2;477,4;500;0;;
426591;2;548,6;500;0;;
433774;2;509;500;0;;
441658;2;508,4;500;0;;
449128;2;534,2;500;0;;
456587;2;499,8;900;0;;
464150;3;712,2;900;0;;
470672;3;731,4;900;0;;
477044;3;772,4;900;0;;
483274;3;673,8;900;0;;
489971;4;845,2;900;0;;
495803;4;864,6;900;0;;
501561;4;884,4;900;0;;
507140;4;853,4;900;0;;
512982;4;841,6;900;0;;
518755;4;824,4;900;0;;
524780;4;748,6;900;0;;
531251;4;901,4;900;0;;
536857;4;815,4;900;0;;
542839;4;831,4;900;0;;
548727;4;852,6;900;0;;
554528;4;820,2;900;0;;
560502;4;848,4;900;0;;
566325;4;890;900;0;;
571919;4;916,4;900;0;;
577407;4;859,2;900;0;;
583144;4;910;900;0;;
588681;4;882,4;900;0;;
