1087523;1;209.800000;0.000000
1115984;2;398.400000;0.000000
1143525;3;586.400000;0.000000
1170242;4;742.800000;0.000000
1271667;5;865.400000;0.000000
1297089;6;1003.600000;0.000000
1346956;7;1196.600000;0.000000
1370964;8;1289.600000;0.000000
1442265;9;1394.000000;0.000000
1558347;10;1507.400000;0.000000
1971672;11;1641.000000;0.000000
2307883;12;1724.000000;0.000000
2526708;13;1850.200000;0.000000
2691177;14;1945.000000;0.000000
3344233;15;2082.600000;0.000000
3445960;16;2246.400000;0.000000
3688191;17;2262.600000;0.000000

a=0.08788728 b=111.80890948

 -kp=-0.00174506". "-ki=0.00423043". "-kd=0.00098382" 
