1;4
2;7
3;11
4;14
5;18
6;22
7;25
8;29
9;32
10;36
11;40
12;43
13;47
14;50
15;54
16;58
17;61
18;65
19;68
20;72
21;76
22;79
23;83
24;86
25;90
26;94
27;97
28;101
29;104
30;108
31;112
32;115
33;119
34;122
35;126
36;130
37;133
38;137
39;140
40;144
41;148
42;151
43;155
44;158
45;162
46;166
47;169
48;173
49;176
50;180
51;184
52;187
53;191
54;194
55;198
56;202
57;205
58;209
59;212
60;216
61;220
62;223
63;227
64;230
65;234
66;238
67;241
68;245
69;248
70;252
71;256
72;259
73;263
74;266
75;270
76;274
77;277
78;281
79;284
80;288
81;292
82;295
83;299
84;302
85;306
86;310
87;313
88;317
89;320
90;324
91;328
92;331
93;335
94;338
95;342
96;346
97;349
98;353
99;356
100;360
